5,67177983307  8,09090909091
8,2082111437  7,36363636364
10,7439657117  6,72727272727
13,2052785924  6,09090909091
15,7405819986  5,51515151515
18,2009925558  5
20,7356192195  4,51515151515
23,1953530341  4,09090909091
24,4622152042  3,90909090909
25,6553124295  3,63636363636
26,3261899391  3,51515151515
27,1470787277  3,24242424242
27,4446198962  3,27272727273
27,7432889691  3,15151515152
27,9681930972  2,93939393939
28,2086623054  0,636363636364
28,436273404  0,0606060606061

